title,title_english,title_romaji,title_native,year,season,format,episodes,canonical_key,mal_id,anilist_id,kitsu_id,anidb_id,imdb_id,tvdb_id,tmdb_id,simkl_id,status,progress,score,last_updated,source
Black Lagoon,Black Lagoon 1st Season,Black Lagoon,ブラックラグーン,2006,SPRING,TV,12,kitsu_789,889,889,789,3395,tt0962826,79604,12598,,completed,12,0,2025-02-15T18:43:40.580000+00:00,
Black Lagoon: The Second Barrage,BLACK LAGOON The Second Barrage,Black Lagoon: The Second Barrage,BLACK LAGOON 2ndシーズン,2006,FALL,TV,12,mal_1519,1519,1519,1363,4597,tt0962826,79604,12598,38764,completed,12,0,2026-07-21T10:00:16+00:00,
Black Lagoon: The Second Barrage,BLACK LAGOON The Second Barrage,Black Lagoon: The Second Barrage,BLACK LAGOON 2ndシーズン,2006,FALL,TV,12,kitsu_1363,1519,1519,1363,4597,tt0962826,79604,12598,,completed,12,0,2025-02-15T18:43:40.636000+00:00,
Black Torch,BLACK TORCH,Black Torch,ブラックトーチ,2026,SUMMER,TV,12,mal_61169,61169,187538,49656,19203,tt37532893,461194,285993,2733606,watching,5,0,2026-08-07T18:36:36+00:00,
Bleach,bleach tv,Bleach,BLEACH - ブリーチ -,2004,FALL,TV,366,mal_269,269,269,244,2369,tt0434665,74796,30984,41066,plantowatch,0,0,2026-08-07T21:10:41.801112+00:00,
Bleach,bleach tv,Bleach,BLEACH - ブリーチ -,2004,FALL,TV,366,kitsu_244,269,269,244,2369,tt0434665,74796,30984,,plantowatch,0,0,2026-06-30T11:33:09.119000+00:00,
Blood+,Blood Night,Blood+,ブラッドプラス,2005,FALL,TV,50,mal_150,150,150,128,3186,tt0482855,78960,19849,36193,plantowatch,0,0,2026-08-07T21:10:41.800870+00:00,
Blood+,Blood Night,Blood+,ブラッドプラス,2005,FALL,TV,50,kitsu_128,150,150,128,3186,tt0482855,78960,19849,,plantowatch,0,0,2026-06-30T11:32:32.358000+00:00,
Blood-C,Blood-C: The Series,Blood-C,ブラッドシー,2011,SUMMER,TV,12,mal_10490,10490,10490,6203,8348,tt1890725,249864,43270,38661,plantowatch,0,0,2026-08-07T21:10:41.801007+00:00,
Blood-C,Blood-C: The Series,Blood-C,ブラッドシー,2011,SUMMER,TV,12,kitsu_6203,10490,10490,6203,8348,tt1890725,249864,43270,,plantowatch,0,0,2026-01-23T11:22:47.585000+00:00,
Blood-C: The Last Dark,Gekijouban Blood-C: The Last Dark,Blood-C: The Last Dark,劇場版 ブラッドシー ザ ラスト ダーク,2012,SPRING,MOVIE,1,mal_10681,10681,10681,6288,8375,tt1941466,249864,43270,40931,completed,1,0,2026-07-21T18:20:04+00:00,
Blood-C: The Last Dark,Gekijouban Blood-C: The Last Dark,Blood-C: The Last Dark,劇場版 ブラッドシー ザ ラスト ダーク,2012,SPRING,MOVIE,1,kitsu_6288,10681,10681,6288,8375,tt1941466,249864,43270,,plantowatch,1,0,2026-06-30T11:53:55.324000+00:00,
Bloody Mary,KANKAN: Bloody Mary,Bloody Mary,,2021,WINTER,SPECIAL,1,mal_55673,55673,148289,,,,,,,plantowatch,0,0,2026-07-05T13:29:15+00:00,arm
Boku dake ga Inai Machi,"ERASED - Die Stadt, in der es mich nicht gibt -",Boku dake ga Inai Machi,僕だけがいない街,2016,WINTER,TV,12,mal_31043,31043,21234,11110,11292,tt5249462,303071,65249,503490,plantowatch,12,7,2026-07-21T07:30:26+00:00,
Boku dake ga Inai Machi,"ERASED - Die Stadt, in der es mich nicht gibt -",Boku dake ga Inai Machi,僕だけがいない街,2016,WINTER,TV,12,kitsu_11110,31043,21234,11110,11292,tt5249462,303071,65249,,completed,12,0,2026-01-24T22:37:46.933000+00:00,
Boku no Hero Academia,My Hero Academia 1st Season,Boku no Hero Academia,ヒロアカ,2016,SPRING,TV,13,mal_31964,31964,21459,11469,11739,tt5626028,305074,65930,532942,completed,13,0,2026-07-05T13:37:39+00:00,
Boku no Hero Academia,My Hero Academia 1st Season,Boku no Hero Academia,ヒロアカ,2016,SPRING,TV,13,kitsu_11469,31964,21459,11469,11739,tt5626028,305074,65930,,completed,13,0,2025-02-15T18:43:40.719000+00:00,
Boku no Hero Academia 2nd Season,My Hero Academia Season 2,Boku no Hero Academia 2nd Season,僕のヒーローアカデミア,2017,SPRING,TV,25,mal_33486,33486,21856,12268,12233,tt5626028,305074,65930,595017,completed,25,0,2026-07-05T13:37:40+00:00,
Boku no Hero Academia 2nd Season,My Hero Academia Season 2,Boku no Hero Academia 2nd Season,僕のヒーローアカデミア,2017,SPRING,TV,25,kitsu_12268,33486,21856,12268,12233,tt5626028,305074,65930,,completed,25,0,2026-01-23T11:53:30.458000+00:00,
Boku no Hero Academia 3rd Season,My Hero Academia Season 3,Boku no Hero Academia 3rd Season,僕のヒーローアカデミア,2018,SPRING,TV,25,mal_36456,36456,100166,13881,13485,tt5626028,305074,65930,723427,completed,25,0,2026-07-05T13:37:43+00:00,
Boku no Hero Academia 3rd Season,My Hero Academia Season 3,Boku no Hero Academia 3rd Season,僕のヒーローアカデミア,2018,SPRING,TV,25,kitsu_13881,36456,100166,13881,13485,tt5626028,305074,65930,,completed,25,0,2026-01-23T11:53:31.311000+00:00,
Boku no Hero Academia 4th Season,My Hero Academia Season 4,Boku no Hero Academia 4th Season,僕のヒーローアカデミア,2019,FALL,TV,25,mal_38408,38408,104276,41971,14416,tt5626028,305074,65930,920009,completed,25,0,2026-07-05T13:37:46+00:00,
Boku no Hero Academia 4th Season,My Hero Academia Season 4,Boku no Hero Academia 4th Season,僕のヒーローアカデミア,2019,FALL,TV,25,kitsu_41971,38408,104276,41971,14416,tt5626028,305074,65930,,completed,25,0,2026-01-23T11:53:31.335000+00:00,
Boku no Hero Academia 5th Season,My Hero Academia Season 5,Boku no Hero Academia 5th Season,僕のヒーローアカデミア,2021,SPRING,TV,25,mal_41587,41587,117193,43108,15484,tt5626028,305074,65930,1310995,completed,25,0,2026-07-05T13:37:53+00:00,
Boku no Hero Academia 5th Season,My Hero Academia Season 5,Boku no Hero Academia 5th Season,僕のヒーローアカデミア,2021,SPRING,TV,25,kitsu_43108,41587,117193,43108,15484,tt5626028,305074,65930,,completed,25,0,2026-01-23T11:53:31.379000+00:00,
Boku no Hero Academia 6th Season,My Hero Academia Season 6,Boku no Hero Academia 6th Season,僕のヒーローアカデミア,2022,FALL,TV,25,mal_49918,49918,139630,45240,16793,tt5626028,305074,65930,1737071,completed,25,0,2026-07-05T13:38:03+00:00,
Boku no Hero Academia 6th Season,My Hero Academia Season 6,Boku no Hero Academia 6th Season,僕のヒーローアカデミア,2022,FALL,TV,25,kitsu_45240,49918,139630,45240,16793,tt5626028,305074,65930,,completed,25,0,2026-01-23T11:53:33.821000+00:00,
Boku no Hero Academia 7th Season,My Hero Academia Season 7,Boku no Hero Academia 7th Season,僕のヒーローアカデミア,2024,SPRING,TV,21,mal_54789,54789,163139,47232,17931,tt5626028,305074,65930,2125452,completed,21,0,2026-01-26T14:07:22+00:00,
Boku no Hero Academia 7th Season,My Hero Academia Season 7,Boku no Hero Academia 7th Season,僕のヒーローアカデミア,2024,SPRING,TV,21,kitsu_47232,54789,163139,47232,17931,tt5626028,305074,65930,,completed,21,0,2026-01-23T11:53:33.964000+00:00,
Boku no Hero Academia: Final Season,My Hero Academia : Final Season,Boku no Hero Academia: Final Season,ヒロアカ 8,2025,FALL,TV,11,mal_60098,60098,182896,49279,18921,tt5626028,305074,65930,2607190,completed,11,0,2026-01-26T14:07:26+00:00,
Boku no Hero Academia: Final Season,My Hero Academia : Final Season,Boku no Hero Academia: Final Season,ヒロアカ 8,2025,FALL,TV,11,kitsu_49279,60098,182896,49279,18921,tt5626028,305074,65930,,completed,11,0,2026-01-23T11:53:34.005000+00:00,
Boku no Kokoro no Yabai Yatsu,The Bad Part of My Heart,Boku no Kokoro no Yabai Yatsu,僕の心のヤバイやつ,2023,SPRING,TV,12,mal_52578,52578,153152,46299,17547,tt21423786,422981,207250,1964748,plantowatch,0,0,2026-08-07T21:10:41.801682+00:00,
Boku no Kokoro no Yabai Yatsu,The Bad Part of My Heart,Boku no Kokoro no Yabai Yatsu,僕の心のヤバイやつ,2023,SPRING,TV,12,kitsu_46299,52578,153152,46299,17547,tt21423786,422981,207250,,plantowatch,0,0,2026-06-30T11:58:48.686000+00:00,
Boku no Kokoro no Yabai Yatsu 2nd Season,The Bad Part of My Heart: Season 2,Boku no Kokoro no Yabai Yatsu 2nd Season,Bokuyaba 2 (僕ヤバ 2期),2024,WINTER,TV,13,mal_55690,55690,166216,47634,18066,tt21423786,422981,207250,2190420,plantowatch,0,0,2026-08-07T21:10:41.801742+00:00,
Boku no Kokoro no Yabai Yatsu 2nd Season,The Bad Part of My Heart: Season 2,Boku no Kokoro no Yabai Yatsu 2nd Season,Bokuyaba 2 (僕ヤバ 2期),2024,WINTER,TV,13,kitsu_47634,55690,166216,47634,18066,tt21423786,422981,207250,,plantowatch,0,0,2026-01-23T11:32:12.876000+00:00,
"Botsuraku Yotei no Kizoku dakedo, Hima Datta kara Mahou wo Kiwametemita","I Am a Noble about to Be Ruined, but Reached the Summit of Magic Because I Had a Lot of Free Time.","Botsuraku Yotei no Kizoku dakedo, Hima Datta kara Mahou wo Kiwametemita",暇だったから魔法を極めてみた,2025,WINTER,TV,12,mal_58437,58437,176063,48620,18536,tt32524468,447573,261301,2404662,watching,12,0,2026-01-24T22:34:13.605000+00:00,
"Botsuraku Yotei no Kizoku dakedo, Hima Datta kara Mahou wo Kiwametemita","I Am a Noble about to Be Ruined, but Reached the Summit of Magic Because I Had a Lot of Free Time.","Botsuraku Yotei no Kizoku dakedo, Hima Datta kara Mahou wo Kiwametemita",暇だったから魔法を極めてみた,2025,WINTER,TV,12,kitsu_48620,58437,176063,48620,18536,tt32524468,447573,261301,,watching,12,0,2026-01-24T22:34:13.605000+00:00,
Boukensha ni Naritai to Miyako ni Deteitta Musume ga S-Rank ni Natteta,My Daughter Who Left for the Capital to Become an Adventurer Reached S Rank,Boukensha ni Naritai to Miyako ni Deteitta Musume ga S-Rank ni Natteta,Sランク娘,2023,FALL,TV,13,mal_53494,53494,156184,46690,17695,tt28102247,426703,229609,2025860,completed,13,0,2026-08-07T18:36:16+00:00,
Boukensha ni Naritai to Miyako ni Deteitta Musume ga S-Rank ni Natteta,My Daughter Who Left for the Capital to Become an Adventurer Reached S Rank,Boukensha ni Naritai to Miyako ni Deteitta Musume ga S-Rank ni Natteta,Sランク娘,2023,FALL,TV,13,kitsu_46690,53494,156184,46690,17695,tt28102247,426703,229609,,watching,1,0,2025-02-15T18:43:12.635000+00:00,
Boushoku no Berserk,Berserk of Gluttony: The One That Exceeds the Concept of Levels,Boushoku no Berserk,暴食のベルセルク,2023,FALL,TV,12,mal_53439,53439,156039,46688,17687,tt28685497,426530,213331,2022566,completed,12,0,2025-03-02T19:26:50+00:00,
Boushoku no Berserk,Berserk of Gluttony: The One That Exceeds the Concept of Levels,Boushoku no Berserk,暴食のベルセルク,2023,FALL,TV,12,kitsu_46688,53439,156039,46688,17687,tt28685497,426530,213331,,completed,12,0,2025-02-15T18:43:03.912000+00:00,
Btooom!,Btooom !,Btooom!,ブトゥーム,2012,FALL,TV,12,mal_14345,14345,14345,7113,9249,tt2329220,262095,45125,40098,plantowatch,0,0,2026-08-07T21:10:41.801068+00:00,
Btooom!,Btooom !,Btooom!,ブトゥーム,2012,FALL,TV,12,kitsu_7113,14345,14345,7113,9249,tt2329220,262095,45125,,plantowatch,0,0,2026-06-30T11:37:11.792000+00:00,
Buchigire Reijou wa Houfuku wo Chikaimashita. Madousho no Chikara de Sokoku wo Tatakitsubushimasu,A Livid Lady's Guide to Getting Even: How I Crushed My Homeland with My Mighty Grimoires,Buchigire Reijou wa Houfuku wo Chikaimashita. Madousho no Chikara de Sokoku wo Tatakitsubushimasu,ブチ切れ令嬢は報復を誓いました. ~魔導書の力で祖国を叩き潰します~,2026,SUMMER,TV,12,mal_62289,62289,199408,50766,19530,tt39551287,467005,298831,2863374,watching,6,0,2026-08-13T13:06:47+00:00,
Bungou Stray Dogs,Bungo Stray Dogs,Bungou Stray Dogs,文スト,2016,SPRING,TV,12,mal_31478,31478,21311,11339,11523,tt5679720,305075,65931,519032,plantowatch,0,0,2026-08-07T21:10:41.801251+00:00,
Bungou Stray Dogs,Bungo Stray Dogs,Bungou Stray Dogs,文スト,2016,SPRING,TV,12,kitsu_11339,31478,21311,11339,11523,tt5679720,305075,65931,,plantowatch,0,0,2026-06-30T11:55:03.106000+00:00,
Busamen Gachi Fighter,"Uglymug, Epicfighter",Busamen Gachi Fighter,ブサメンガチファイター,2025,SUMMER,TV,12,mal_60316,60316,184575,49356,18996,tt36592756,456807,286434,2639608,watching,12,0,2026-07-05T13:42:30.748000+00:00,
Busamen Gachi Fighter,"Uglymug, Epicfighter",Busamen Gachi Fighter,ブサメンガチファイター,2025,SUMMER,TV,12,kitsu_49356,60316,184575,49356,18996,tt36592756,456807,286434,,watching,12,0,2026-07-05T13:42:30.748000+00:00,
"Bye Bye, Earth",Bye Bye,"Bye Bye, Earth",ばいばい,2024,SUMMER,TV,10,mal_53626,53626,157371,46764,17723,tt23844810,427299,214587,2037598,completed,10,0,2026-08-07T18:36:17+00:00,
"Bye Bye, Earth",Bye Bye,"Bye Bye, Earth",ばいばい,2024,SUMMER,TV,10,kitsu_46764,53626,157371,46764,17723,tt23844810,427299,214587,,watching,7,0,2025-02-15T18:43:15.088000+00:00,
Captain Herlock,Space Pirate Captain Harlock (Movie),Captain Herlock,キャプテンハーロック,2013,SUMMER,MOVIE,1,mal_17269,17269,17269,7624,9687,tt2668134,100151,[192577],39775,completed,1,0,2026-07-21T10:00:20+00:00,
Captain Herlock,Space Pirate Captain Harlock (Movie),Captain Herlock,キャプテンハーロック,2013,SUMMER,MOVIE,1,kitsu_7624,17269,17269,7624,9687,tt2668134,100151,[192577],,completed,1,0,2025-02-15T18:43:40.822000+00:00,
Cardcaptor Sakura,Sakura ang tagahuli ng mga baraha,Cardcaptor Sakura,カードキャプターさくら,1998,SPRING,TV,70,mal_232,232,232,207,102,tt0221735,70668,35790,40753,watching,70,0,2026-08-07T18:35:23+00:00,
Cardcaptor Sakura,Sakura ang tagahuli ng mga baraha,Cardcaptor Sakura,カードキャプターさくら,1998,SPRING,TV,70,kitsu_207,232,232,207,102,tt0221735,70668,35790,,watching,1,0,2026-01-23T11:53:02.433000+00:00,
Cat's Eye,Cat's Eyes: Olhos de Gato,Cat's Eye,キャッツ・アイ,1983,SUMMER,TV,73,mal_2043,2043,2043,1842,14582,tt0131160,79835,34114,1006399,watching,37,0,2026-08-07T18:35:23+00:00,
Cat's Eye,Cat's Eyes: Olhos de Gato,Cat's Eye,キャッツ・アイ,1983,SUMMER,TV,73,kitsu_1842,2043,,1842,,,,,,dropped,1,0,2026-06-30T11:53:31.390000+00:00,
Cat's♥Eye,CAT`S EYE (2025),Cat's♥Eye,キャッツ♥アイ (2025),2025,SUMMER,ONA,12,mal_60347,60347,184718,49363,19004,tt34710525,456934,286691,2641942,dropped,1,0,2026-02-06T16:30:01+00:00,
Cat's♥Eye,CAT`S EYE (2025),Cat's♥Eye,キャッツ♥アイ (2025),2025,SUMMER,ONA,12,kitsu_49363,60347,184718,49363,19004,tt34710525,456934,286691,,dropped,1,0,2026-01-24T22:34:19.018000+00:00,
Cat's♥Eye,CAT`S EYE (2025),Cat's♥Eye,キャッツ♥アイ (2025),2025,SUMMER,ONA,12,anilist_184718,60347,184718,49363,19004,tt34710525,456934,286691,,dropped,1,0,2026-01-24T22:34:19.018000+00:00,
Chainsaw Man,Chainsawman,Chainsaw Man,チェンソーマン,2022,FALL,TV,12,mal_44511,44511,127230,43806,15914,tt13616990,397934,114410,1498301,plantowatch,7,0,2026-07-05T13:37:56+00:00,
Chainsaw Man,Chainsawman,Chainsaw Man,チェンソーマン,2022,FALL,TV,12,kitsu_43806,44511,127230,43806,15914,tt13616990,397934,114410,,plantowatch,7,0,2026-01-23T10:10:15.699000+00:00,
Chainsaw Man Movie: Reze-hen,Chainsaw Man - The Movie: Reze Arc,Chainsaw Man Movie: Reze-hen,チェンソーマン レゼ篇,2025,SUMMER,MOVIE,1,mal_57555,57555,171627,48323,18324,tt30472557,397934,1218925,2325162,plantowatch,0,0,2026-08-07T21:10:41.801784+00:00,
Chainsaw Man Movie: Reze-hen,Chainsaw Man - The Movie: Reze Arc,Chainsaw Man Movie: Reze-hen,チェンソーマン レゼ篇,2025,SUMMER,MOVIE,1,kitsu_48323,57555,171627,48323,18324,tt30472557,397934,[1218925],,plantowatch,0,0,2026-07-05T13:42:06.712000+00:00,
Chang An San Wan Li,"30,000 Miles From Chang'an",Chang An San Wan Li,长安三万里,2023,SUMMER,MOVIE,1,mal_54945,54945,175646,49777,,,,,,plantowatch,0,0,2026-06-30T11:59:25.518000+00:00,arm
Chang An San Wan Li,"30,000 Miles From Chang'an",Chang An San Wan Li,长安三万里,2023,SUMMER,MOVIE,1,kitsu_49777,54945,175646,49777,,,,,,plantowatch,0,0,2026-06-30T11:59:25.518000+00:00,
Cheat Kusushi no Slow Life: Isekai ni Tsukurou Drugstore,Drug Store in Another World - The Slow Life of a Cheat Pharmacist,Cheat Kusushi no Slow Life: Isekai ni Tsukurou Drugstore,チート薬師,2021,SUMMER,TV,12,mal_40960,40960,114302,43612,15339,tt12390384,402094,103944,1232793,completed,12,0,2026-07-09T11:35:34+00:00,
Cheat Kusushi no Slow Life: Isekai ni Tsukurou Drugstore,Drug Store in Another World - The Slow Life of a Cheat Pharmacist,Cheat Kusushi no Slow Life: Isekai ni Tsukurou Drugstore,チート薬師,2021,SUMMER,TV,12,kitsu_43612,40960,114302,43612,15339,tt12390384,402094,103944,,watching,11,0,2025-02-15T18:43:12.693000+00:00,
Chi. Chikyuu no Undou ni Tsuite,Chi: On the Movements of the Earth,Chi. Chikyuu no Undou ni Tsuite,チ. -地球の運動について-,2024,FALL,TV,25,mal_52215,52215,151514,46214,17480,tt33044444,421583,204635,1939202,plantowatch,0,0,2026-08-07T21:10:41.801672+00:00,
Chi. Chikyuu no Undou ni Tsuite,Chi: On the Movements of the Earth,Chi. Chikyuu no Undou ni Tsuite,チ. -地球の運動について-,2024,FALL,TV,25,kitsu_46214,52215,151514,46214,17480,tt33044444,421583,204635,,plantowatch,0,0,2025-01-26T01:15:57.200000+00:00,
"Chichi wa Eiyuu, Haha wa Seirei, Musume no Watashi wa Tenseisha.","My Father is a Hero, my Mother is a Spirit and the Daughter (Me) is a Reincarnator.","Chichi wa Eiyuu, Haha wa Seirei, Musume no Watashi wa Tenseisha.",ははのは,2025,FALL,TV,12,mal_57888,57888,173692,48448,18437,tt32777700,444999,280048,2354818,watching,12,0,2026-08-07T18:36:25+00:00,
"Chichi wa Eiyuu, Haha wa Seirei, Musume no Watashi wa Tenseisha.","My Father is a Hero, my Mother is a Spirit and the Daughter (Me) is a Reincarnator.","Chichi wa Eiyuu, Haha wa Seirei, Musume no Watashi wa Tenseisha.",ははのは,2025,FALL,TV,12,kitsu_48448,57888,173692,48448,18437,tt32777700,444999,280048,,watching,4,0,2026-01-23T11:53:39.227000+00:00,
Chika Gentou Gekiga: Shoujo Tsubaki,Mr. Arashi's Amazing Freak Show,Chika Gentou Gekiga: Shoujo Tsubaki,地下幻燈劇画 少女椿,1992,SPRING,MOVIE,1,mal_2981,2981,3619,2696,3619,tt0930902,258961,53064,38962,plantowatch,0,0,2026-08-07T21:10:41.801021+00:00,
Chika Gentou Gekiga: Shoujo Tsubaki,Mr. Arashi's Amazing Freak Show,Chika Gentou Gekiga: Shoujo Tsubaki,地下幻燈劇画 少女椿,1992,SPRING,MOVIE,1,kitsu_2696,2981,,2696,3619,tt0930902,,[53064],38962,plantowatch,0,0,2026-01-23T11:12:06.799000+00:00,
Chiyu Mahou no Machigatta Tsukaikata,The Wrong Way to Use Healing Magic,Chiyu Mahou no Machigatta Tsukaikata,治癒魔法の間違った使い方,2024,WINTER,TV,13,mal_49613,49613,137908,44981,16537,tt15237152,415440,131365,1709003,completed,13,0,2026-07-05T13:38:02+00:00,
Chiyu Mahou no Machigatta Tsukaikata,The Wrong Way to Use Healing Magic,Chiyu Mahou no Machigatta Tsukaikata,治癒魔法の間違った使い方,2024,WINTER,TV,13,kitsu_44981,49613,137908,44981,16537,tt15237152,415440,131365,,completed,13,0,2025-02-15T18:43:04.072000+00:00,
Chotto dake Ai ga Omoi Dark Elf ga Isekai kara Oikaketekita,A Dark Elf with a Slightly Overwhelming Love Chased Me All the Way from Another World,Chotto dake Ai ga Omoi Dark Elf ga Isekai kara Oikaketekita,ちょっとだけ愛が重いダークエルフが異世界から追いかけてきた,2025,SPRING,TV,12,mal_59745,59745,180829,49185,18856,tt35437763,454149,271003,2573734,completed,12,0,2026-07-21T18:20:17+00:00,
Chotto dake Ai ga Omoi Dark Elf ga Isekai kara Oikaketekita,A Dark Elf with a Slightly Overwhelming Love Chased Me All the Way from Another World,Chotto dake Ai ga Omoi Dark Elf ga Isekai kara Oikaketekita,ちょっとだけ愛が重いダークエルフが異世界から追いかけてきた,2025,SPRING,TV,12,kitsu_49185,59745,180829,49185,18856,tt35437763,454149,271003,,watching,1,0,2026-01-23T11:53:02.743000+00:00,
Choujin Densetsu Urotsukidouji,Urotsukidoji: Legend of the Overfiend,Choujin Densetsu Urotsukidouji,超神伝説 うろつき童子,1987,WINTER,OVA,3,mal_2341,2341,551,508,551,tt0981456,79237,56425,529394,completed,3,0,2026-08-07T18:35:33+00:00,
Choujin Densetsu Urotsukidouji 2,Urotsukidoji II: Legend of the Demon Womb (movie),Choujin Densetsu Urotsukidouji 2,超神伝説うろつき童子 魔胎伝,1991,SUMMER,MOVIE,1,mal_2360,2360,3198,,3198,,,,1247167,plantowatch,0,0,2026-08-07T21:10:41.801474+00:00,
Choujin Densetsu Urotsukidouji Movie,The Legend of the Wandering Kid,Choujin Densetsu Urotsukidouji Movie,超神伝説 うろつき童子 （1989）,1989,WINTER,MOVIE,1,mal_2359,2359,3194,2850,3194,,,,1311001,completed,1,0,2026-07-05T13:37:53+00:00,
Choujin Koukousei-tachi wa Isekai demo Yoyuu de Ikinuku you desu!,"Super Human High Schoolers Are in Another World, But Seem to be Living in Comfort!",Choujin Koukousei-tachi wa Isekai demo Yoyuu de Ikinuku you desu!,超人高校生たちは異世界でも余裕で生き抜くようです!,2019,FALL,TV,12,mal_39523,39523,108388,42222,14750,tt10671282,369395,91269,1058331,watching,12,0,2026-07-05T13:37:48+00:00,
